,threshold_RPM,TP,FP,TN,FN,TPR,TNR,PPV,NPV,FPR,YoudenIndex
0,0,0,0,0,0,0.555555556,0,0,1,1,0
0,0.1,5,0,44,4,0.555555556,1,1,0.916666667,0,0.555555556
0,0.22,5,0,44,4,0.555555556,1,1,0.916666667,0,0.555555556
0,0.364,5,0,44,4,0.555555556,1,1,0.916666667,0,0.555555556
0,0.5368,5,0,44,4,0.555555556,1,1,0.916666667,0,0.555555556
0,0.74416,4,0,44,5,0.444444444,1,1,0.897959184,0,0.444444444
0,0.992992,4,0,44,5,0.444444444,1,1,0.897959184,0,0.444444444
0,1.2915904,4,0,44,5,0.444444444,1,1,0.897959184,0,0.444444444
0,1.64990848,4,0,44,5,0.444444444,1,1,0.897959184,0,0.444444444
0,2.079890176,4,0,44,5,0.444444444,1,1,0.897959184,0,0.444444444
0,2.595868211,3,0,44,6,0.333333333,1,1,0.88,0,0.333333333
0,3.215041853,3,0,44,6,0.333333333,1,1,0.88,0,0.333333333
0,3.958050224,3,0,44,6,0.333333333,1,1,0.88,0,0.333333333
0,4.849660269,2,0,44,7,0.222222222,1,1,0.862745098,0,0.222222222
0,5.919592323,2,0,44,7,0.222222222,1,1,0.862745098,0,0.222222222
0,7.203510787,2,0,44,7,0.222222222,1,1,0.862745098,0,0.222222222
0,8.744212945,2,0,44,7,0.222222222,1,1,0.862745098,0,0.222222222
0,10.59305553,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,12.81166664,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,15.47399997,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,18.66879996,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,22.50255995,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,27.10307195,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,32.62368633,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,39.2484236,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,47.19810832,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,56.73772999,1,0,44,8,0.111111111,1,1,0.846153846,0,0.111111111
0,68.18527598,0,0,44,9,0,1,0,0.830188679,0,0
0,81.92233118,0,0,44,9,0,1,0,0.830188679,0,0
0,98.40679742,0,0,44,9,0,1,0,0.830188679,0,0
0,118.1881569,0,0,44,9,0,1,0,0.830188679,0,0
0,0,0,0,0,0,0,1,1,0,0,0
